ID,Name,Type,Wiki,Chapter,Episode,Year,Note,Number,Appears in
Roddy,Roddy,Canon,https://onepiece.fandom.com/wiki/Roddy,805.0,0754,2015,,,
Rodom_Andres_Bell,Rodom Andres Bell,Spin-Off,https://onepiece.fandom.com/wiki/Rodom_Andres_Bell,,,2018,,02,Chin Piece
Roger_(Non-Canon),Roger,Game,https://onepiece.fandom.com/wiki/Roger_(Non-Canon),,,2019,,,One Piece: World Seeker
Roji,Roji,Canon,https://onepiece.fandom.com/wiki/Roji,391.0,0275,2005,,,
Rokai,Rokai,Game,https://onepiece.fandom.com/wiki/Rokai,,,2001,,,Set Sail Pirate Crew!
Rokkaku,Rokkaku,Canon,https://onepiece.fandom.com/wiki/Rokkaku,4.0,0002,1997,His name was revealed in the Blue databook.,,
Rokki,Rokki,Canon,https://onepiece.fandom.com/wiki/Rokki,1036.0,1063,2022,,,
Rokuroshi,Rokuroshi,Filler,https://onepiece.fandom.com/wiki/Rokuroshi,,,2005,,215,Long Ring Long Land Arc
Rolling_Logan,Rolling Logan,Canon,https://onepiece.fandom.com/wiki/Rolling_Logan,706.0,0652,2013,,,
Romy,Romy,Movie,https://onepiece.fandom.com/wiki/Romy,,,2022,,15,One Piece Film: Red
Rongo,Rongo,Filler,https://onepiece.fandom.com/wiki/Rongo,,,2003,,139,Ruluka Island Arc
Ronja,Ronja,Canon,https://onepiece.fandom.com/wiki/Ronja,1134.0,,2024,"She is named in Chapter 1143, but only individually identified in Chapter 1147.",,
Ropponmatsu,Ropponmatsu,Game,https://onepiece.fandom.com/wiki/Ropponmatsu,,,2002,,,One Piece: Treasure Wars
Rorobao_Sow,Rorobao Sow,Spin-Off,https://onepiece.fandom.com/wiki/Rorobao_Sow,,,2018,,02,Chin Piece
Roronoa_Arashi,Roronoa Arashi,Canon,https://onepiece.fandom.com/wiki/Roronoa_Arashi,,,2023,He was first mentioned in SBS Volume 105.,,
Roronoa_Pinzoro,Roronoa Pinzoro,Canon,https://onepiece.fandom.com/wiki/Roronoa_Pinzoro,,,2023,He was first mentioned in SBS Volume 105.,,
Roronoa_Zoro_(Non-Canon),Roronoa Zoro,Spin-Off,https://onepiece.fandom.com/wiki/Roronoa_Zoro_(Non-Canon),,,2018,,02,Chin Piece
Roronoa_Zoro,Roronoa Zoro,Canon,https://onepiece.fandom.com/wiki/Roronoa_Zoro,3.0,0001,1997,He was first mentioned by Alvida in Chapter 2.,,
Rosario,Rosario,Movie,https://onepiece.fandom.com/wiki/Rosario,,,2005,,6,Baron Omatsuri and the Secret Island
Rose_(World_Seeker),Rose,Game,https://onepiece.fandom.com/wiki/Rose_(World_Seeker),,,2019,,,One Piece: World Seeker
Rose,Rose,Game,https://onepiece.fandom.com/wiki/Rose,,,2001,,,Legend of the Rainbow Island
Roshio,Roshio,Canon,https://onepiece.fandom.com/wiki/Roshio,222.0,0146,2002,,,
Ross,Ross,Canon,https://onepiece.fandom.com/wiki/Ross,223.0,0146,2002,His name was revealed in the Blue databook.,,
Rosward,Rosward,Canon,https://onepiece.fandom.com/wiki/Rosward,497.0,0391,2008,,,
Roule,Roule,Game,https://onepiece.fandom.com/wiki/Roule,,,2019,,,One Piece: World Seeker
Rowing,Rowing,Canon,https://onepiece.fandom.com/wiki/Rowing,967.0,0959,2020,His name was revealed in SBS Volume 96.,,
Roxanne,Roxanne,Canon,https://onepiece.fandom.com/wiki/Roxanne,46.0,,1998,,,
Roza,Roza,Movie,https://onepiece.fandom.com/wiki/Roza,,,2005,,6,Baron Omatsuri and the Secret Island
Rubis,Rubis,Game,https://onepiece.fandom.com/wiki/Rubis,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Rudd,Rudd,Novel,https://onepiece.fandom.com/wiki/Rudd,,,2019,,2,One Piece novel Law
Zombie#Rug_Bear,Rug Bear,Canon,https://onepiece.fandom.com/wiki/Zombie#Rug_Bear,446.0,0341,2007,Its name was revealed in the Blue Deep databook.,,
Ruibe,Ruibe,Spin-Off,https://onepiece.fandom.com/wiki/Ruibe,,,2021,,2,Shokugeki no Sanji
Run,Run,Canon,https://onepiece.fandom.com/wiki/Run,679.0,0605,2012,,,
Rush,Rush,Canon,https://onepiece.fandom.com/wiki/Rush,558.0,,2009,His name was revealed in the Green databook.,,
Russian,Russian,Canon,https://onepiece.fandom.com/wiki/Russian,775.0,0715,2015,,,
Ryu,Ryu,Filler,https://onepiece.fandom.com/wiki/Ryu,,,2000,,055,Warship Island Arc
Ryuboshi,Ryuboshi,Canon,https://onepiece.fandom.com/wiki/Ryuboshi,609.0,0528,2011,,,
Ryudo,Ryudo,Filler,https://onepiece.fandom.com/wiki/Ryudo,,,2009,,426,Little East Blue Arc
Ryuji,Ryuji,Game,https://onepiece.fandom.com/wiki/Ryuji,,,2001,,,Set Sail Pirate Crew!
Ryuma_(Zombie),Ryuma,Canon,https://onepiece.fandom.com/wiki/Ryuma_(Zombie),448.0,0342,2007,His name was revealed by Hogback in Chapter 450.,,
Ryunosuke,Ryunosuke,Canon,https://onepiece.fandom.com/wiki/Ryunosuke,803.0,0752,2015,It was named by the Straw Hats in Chapter 804.,,
S-Bear,S-Bear,Canon,https://onepiece.fandom.com/wiki/S-Bear,1062.0,1092,2022,His name was revealed in Chapter 1068.,,
S-Hawk,S-Hawk,Canon,https://onepiece.fandom.com/wiki/S-Hawk,1059.0,1087,2022,His name was revealed in Chapter 1068.,,
S-Shark,S-Shark,Canon,https://onepiece.fandom.com/wiki/S-Shark,1065.0,1094,2022,,,
S-Snake,S-Snake,Canon,https://onepiece.fandom.com/wiki/S-Snake,1059.0,1087,2022,Her name was revealed in Chapter 1068.,,
Saber,Saber,Canon,https://onepiece.fandom.com/wiki/Saber,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Sabo,Sabo,Canon,https://onepiece.fandom.com/wiki/Sabo,583.0,0494,2010,He was first mentioned by Portgas D. Ace in Chapter 574.,,
Sada,Sada,Live-Action Series,https://onepiece.fandom.com/wiki/Sada,,,2023,,1,Romance Dawn
Sadi,Sadi,Canon,https://onepiece.fandom.com/wiki/Sadi,531.0,0432,2009,,,
Saga,Saga,Movie,https://onepiece.fandom.com/wiki/Saga,,,2004,,5,The Cursed Holy Sword
Sai,Sai,Canon,https://onepiece.fandom.com/wiki/Sai,704.0,0632,2013,,,
Saien,Saien,Game,https://onepiece.fandom.com/wiki/Saien,,,2023,,,One Piece Odyssey
Saikangaroo,Saikangaroo,Filler,https://onepiece.fandom.com/wiki/Saikangaroo,,,2000,,018,Syrup Village Arc
Saikoro,Saikoro,Canon,https://onepiece.fandom.com/wiki/Saikoro,915.0,0901,2018,Its name was revealed in the Vivre Card databook.,,
Saitank,Saitank,Canon,https://onepiece.fandom.com/wiki/Saitank,993.0,1006,2020,His name was revealed in the Vivre Card databook.,,
Sakazuki,Sakazuki,Canon,https://onepiece.fandom.com/wiki/Sakazuki,397.0,0278,2006,He was first mentioned by Nico Robin in Chapter 319. His real name was revealed in Chapter 397. Formerly known by his admiral alias Akainu.,,
Saki,Saki,Canon,https://onepiece.fandom.com/wiki/Saki,940.0,0937,2019,She was first mentioned by Tonoyasu in Chapter 940. She has only been seen in the anime.,,
Saki_(Non-Canon),Saki,Game,https://onepiece.fandom.com/wiki/Saki_(Non-Canon),,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Salchow,Salchow,Filler,https://onepiece.fandom.com/wiki/Salchow,,,2007,,326,Ice Hunter Arc
Saldeath,Saldeath,Canon,https://onepiece.fandom.com/wiki/Saldeath,530.0,0431,2009,,,
Salma_and_Yasmine,Salma and Yasmine,Novel,https://onepiece.fandom.com/wiki/Salma_and_Yasmine,,,2020,,3,One Piece novel HEROINES
Salome,Salome,Canon,https://onepiece.fandom.com/wiki/Salome,516.0,0409,2010,Her name was mentioned by Boa Hancock in Chapter 575.,,
Sam,Sam,Canon,https://onepiece.fandom.com/wiki/Sam,94.0,0043,1999,Joke character. His name was revealed in SBS Volume 14.,,
Samosa,Samosa,Canon,https://onepiece.fandom.com/wiki/Samosa,908.0,0889,2018,His name was revealed in the captions of Episode 889.,,
Samurai_Batts,Samurai Batts,Canon,https://onepiece.fandom.com/wiki/Samurai_Batts,117.0,0070,2000,His name was revealed in the Blue databook.,,
Sancrin,Sancrin,Canon,https://onepiece.fandom.com/wiki/Sancrin,557.0,0456,2009,His name was revealed in the Blue Deep databook.,,
Sandayu,Sandayu,Canon,https://onepiece.fandom.com/wiki/Sandayu,928.0,0921,2018,His name was revealed in Vivre Card.,,
Sanji,Sanji,Canon,https://onepiece.fandom.com/wiki/Sanji,43.0,0020,1998,,,
Sanjuan_Wolf,Sanjuan Wolf,Canon,https://onepiece.fandom.com/wiki/Sanjuan_Wolf,575.0,0484,2010,His was first mentioned by Emporio Ivankov in Chapter 538.,,
Saori,Saori,Live Performance,https://onepiece.fandom.com/wiki/Saori,,,2015,,,Super Kabuki II: One Piece
Saphir,Saphir,Game,https://onepiece.fandom.com/wiki/Saphir,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Sapi,Sapi,Canon,https://onepiece.fandom.com/wiki/Sapi,98.0,0051,1999,His name was revealed in the Blue databook.,,
Sarahebi,Sarahebi,Canon,https://onepiece.fandom.com/wiki/Sarahebi,919.0,0909,2018,Her name was revealed in SBS Volume 95. She was initially named Rokuro in the credits of Episode 909.,,
Sarai,Sarai,Canon,https://onepiece.fandom.com/wiki/Sarai,964.0,0963,2019,His name was revealed in the Vivre Card databook.,,
Sarbay,Sarbay,Game,https://onepiece.fandom.com/wiki/Sarbay,,,2023,,,One Piece Odyssey
Sardan,Sardan,Game,https://onepiece.fandom.com/wiki/Sardan,,,2023,,,One Piece Odyssey
Sarfunkel,Sarfunkel,Canon,https://onepiece.fandom.com/wiki/Sarfunkel,620.0,Film: Red,2011,Cover story character.,,
Sargus,Sargus,Game,https://onepiece.fandom.com/wiki/Sargus,,,2023,,,One Piece Odyssey
Sarie_Nantokanette,Sarie Nantokanette,Canon,https://onepiece.fandom.com/wiki/Sarie_Nantokanette,823.0,0777,2016,,,
Sarquiss,Sarquiss,Canon,https://onepiece.fandom.com/wiki/Sarquiss,222.0,0146,2002,His name was revealed in Chapter 223.,,
Saru,Saru,Canon,https://onepiece.fandom.com/wiki/Saru,497.0,0391,2008,,,
Sarutobi_(Non-Canon),Sarutobi,Premier Show,https://onepiece.fandom.com/wiki/Sarutobi_(Non-Canon),,,2021,,,One Piece Premier Show 2021
Sarutobi,Sarutobi,Canon,https://onepiece.fandom.com/wiki/Sarutobi,931.0,0925,2019,His name was revealed in SBS Volume 97.,,
Sasaki,Sasaki,Canon,https://onepiece.fandom.com/wiki/Sasaki,977.0,0982,2020,His name and appearance were revealed in Chapter 978. He appeared shadowed in the anime in Episode 954.,,
Sasoz,Sasoz,Spin-Off,https://onepiece.fandom.com/wiki/Sasoz,,,2018,,03,Chin Piece
Satchin,Satchin,Live Performance,https://onepiece.fandom.com/wiki/Satchin,,,2015,,,Super Kabuki II: One Piece
Sato_Mahiro,Sato Mahiro,Spin-Off,https://onepiece.fandom.com/wiki/Sato_Mahiro,,,2018,,11,One Piece in Love
Satori,Satori,Canon,https://onepiece.fandom.com/wiki/Satori,241.0,0155,2002,His name was revealed in Chapter 246.,,
Sauce,Sauce,Canon,https://onepiece.fandom.com/wiki/Sauce,906.0,0884,2018,His name was revealed in Vivre Card.,,
Savarin,Savarin,Spin-Off,https://onepiece.fandom.com/wiki/Savarin,,,2018,,1,Shokugeki no Sanji
Sayo,Sayo,Filler,https://onepiece.fandom.com/wiki/Sayo,,,2008,,382,Spa Island Arc
Sayori,Sayori,Novel,https://onepiece.fandom.com/wiki/Sayori,,,1999,,,One Piece - Defeat Him! The Pirate Ganzack (Novel)
Scales,Scales,Canon,https://onepiece.fandom.com/wiki/Scales,647.0,0567,2011,Its name was revealed in Episode 567's credits.,,
Scarlet,Scarlet,Movie,https://onepiece.fandom.com/wiki/Scarlet,,,2009,,10,One Piece Film: Strong World
Scarlett,Scarlett,Canon,https://onepiece.fandom.com/wiki/Scarlett,721.0,0650,2013,,,
Schneider,Schneider,Movie,https://onepiece.fandom.com/wiki/Schneider,,,2011,,11,One Piece 3D: Straw Hat Chase
Schollzo,Schollzo,Canon,https://onepiece.fandom.com/wiki/Schollzo,325.0,0231,2004,His name was revealed in the Yellow databook.,,
Scimitarta,Scimitarta,Canon,https://onepiece.fandom.com/wiki/Scimitarta,1122.0,,2000,"He originally appeared in Weekly Shonen Jump 2000 Issue 8, and was canonized in Chapter 1122.",,
Scopper_Gaban,Scopper Gaban,Canon,https://onepiece.fandom.com/wiki/Scopper_Gaban,19.0,0000,1997,His name was revealed in the Blue Deep databook.,,
Scorpion,Scorpion,Filler,https://onepiece.fandom.com/wiki/Scorpion,,,2002,,101,Arabasta Arc
Scorpionlady,Scorpionlady,Canon,https://onepiece.fandom.com/wiki/Scorpionlady,993.0,1006,2020,Her name was revealed in the Vivre Card databook.,,
Scotch,Scotch,Canon,https://onepiece.fandom.com/wiki/Scotch,595.0,0513,2010,His name was revealed in the Blue Deep databook.,,
Yeti_Cool_Brothers,Scotch,Canon,https://onepiece.fandom.com/wiki/Yeti_Cool_Brothers,665.0,0591,2012,His name was revealed by Chadros Higelyges in Chapter 666.,,
Scratchmen_Apoo,Scratchmen Apoo,Canon,https://onepiece.fandom.com/wiki/Scratchmen_Apoo,498.0,0392,2008,,,
Sea_Boar,Sea Boar,Canon,https://onepiece.fandom.com/wiki/Sea_Boar,191.0,,2001,,,
Seagull_Guns_Nozdon,Seagull Guns Nozdon,Canon,https://onepiece.fandom.com/wiki/Seagull_Guns_Nozdon,0.0,0000,2009,His full name was revealed in SBS Volume 97.,,
Sealed,Sealed,Game,https://onepiece.fandom.com/wiki/Sealed,,,2007,,,One Piece: Unlimited Adventure
Seamars,Seamars,Canon,https://onepiece.fandom.com/wiki/Seamars,440.0,,2007,Cover story character. His name was revealed in the Blue Deep databook.,,
Sebastian,Sebastian,TV Special,https://onepiece.fandom.com/wiki/Sebastian,,,2014,,8,3D2Y
Segem,Segem,Game,https://onepiece.fandom.com/wiki/Segem,,,2023,,,One Piece Odyssey
Seira,Seira,Canon,https://onepiece.fandom.com/wiki/Seira,608.0,0527,2010,Her name was revealed in SBS Volume 65.,,
Seki,Seki,Canon,https://onepiece.fandom.com/wiki/Seki,906.0,0884,2018,His name was revealed in the captions of Episode 889.,,
Sekken_De_Tearai,Sekken De Tearai,Spin-Off,https://onepiece.fandom.com/wiki/Sekken_De_Tearai,,,2018,,01,Chin Piece
Sekken_De_Tearai_Jr.,Sekken De Tearai Jr.,Spin-Off,https://onepiece.fandom.com/wiki/Sekken_De_Tearai_Jr.,,,2019,,11,Chin Piece
Sengoku,Sengoku,Canon,https://onepiece.fandom.com/wiki/Sengoku,234.0,0151,2002,,,
Sennorikyuru,Sennorikyuru,Canon,https://onepiece.fandom.com/wiki/Sennorikyuru,1053.0,1080,2022,His name was revealed in SBS Volume 104.,,
Senor_Pink,Senor Pink,Canon,https://onepiece.fandom.com/wiki/Senor_Pink,702.0,0632,2013,,,
Sentimental,Sentimental,Live Performance,https://onepiece.fandom.com/wiki/Sentimental,,,2017,,,Sanji's Pirates Restaurant
Sentomaru,Sentomaru,Canon,https://onepiece.fandom.com/wiki/Sentomaru,497.0,0401,2008,His name was revealed in Chapter 511.,,
Serizawa,Serizawa,Canon,https://onepiece.fandom.com/wiki/Serizawa,915.0,,2018,His name was revealed in Vivre Card.,,
Seto,Seto,Canon,https://onepiece.fandom.com/wiki/Seto,287.0,0187,2003,,,
Shachi,Shachi,Canon,https://onepiece.fandom.com/wiki/Shachi,498.0,0392,2008,His name was revealed in SBS Volume 62.,,
Vegapunk/Shaka,Shaka,Canon,https://onepiece.fandom.com/wiki/Vegapunk/Shaka,1062.0,1091,2022,,,
Shakuyaku,Shakuyaku,Canon,https://onepiece.fandom.com/wiki/Shakuyaku,498.0,0392,2008,"Also known by her alias, Shakky.",,
Shalria,Shalria,Canon,https://onepiece.fandom.com/wiki/Shalria,497.0,0391,2008,,,
Sham,Sham,Canon,https://onepiece.fandom.com/wiki/Sham,31.0,0013,1998,,,
Shanba,Shanba,Canon,https://onepiece.fandom.com/wiki/Shanba,524.0,0419,2008,His name was revealed in the Blue Deep databook.,,
Shandia_Chief,Shandia Chief,Canon,https://onepiece.fandom.com/wiki/Shandia_Chief,275.0,0168,2003,His name was revealed in Chapter 281.,,
Shanks,Shanks,Canon,https://onepiece.fandom.com/wiki/Shanks,1.0,0003,1997,,,
Sharinguru,Sharinguru,Canon,https://onepiece.fandom.com/wiki/Sharinguru,428.0,0310,2006,His name was revealed in the Yellow databook.,,
Sheepshead,Sheepshead,Canon,https://onepiece.fandom.com/wiki/Sheepshead,795.0,0739,2015,,,
Sheldon,Sheldon,Game,https://onepiece.fandom.com/wiki/Sheldon,,,2023,,,One Piece Odyssey
Shelly,Shelly,Canon,https://onepiece.fandom.com/wiki/Shelly,304.0,0207,2004,,,
Shepherd_(Non-Canon),Shepherd,Filler,https://onepiece.fandom.com/wiki/Shepherd_(Non-Canon),,,2004,,199,G-8 Arc
Shepherd_Ju_Peter,Shepherd Ju Peter,Canon,https://onepiece.fandom.com/wiki/Shepherd_Ju_Peter,233.0,0151,2002,His name was revealed in Chapter 1086.,,
Shepherd_Sommers,Shepherd Sommers,Canon,https://onepiece.fandom.com/wiki/Shepherd_Sommers,1140.0,,2025,,,
Shichiseiken,Shichiseiken,Movie,https://onepiece.fandom.com/wiki/Shichiseiken,,,2004,,5,The Cursed Holy Sword
Shidou_Masaru,Shidou Masaru,Spin-Off,https://onepiece.fandom.com/wiki/Shidou_Masaru,,,2014,,4,MiraBato Strongest Strategy: MiraBato GO!
Shiki,Shiki,Canon,https://onepiece.fandom.com/wiki/Shiki,0.0,0426,2009,He was first mentioned by Sengoku in Chapter 530.,,
Shikon_Kettai,Shikon Kettai,Canon,https://onepiece.fandom.com/wiki/Shikon_Kettai,963.0,,2019,His name was revealed in the Vivre Card databook.,,
Shimizu_(Newkama),Shimizu (Newkama),Live Performance,https://onepiece.fandom.com/wiki/Shimizu_(Newkama),,,2015,,,Super Kabuki II: One Piece
Shimoi_Zappa,Shimoi Zappa,Filler,https://onepiece.fandom.com/wiki/Shimoi_Zappa,,,2017,,780,Marine Rookie Arc
Shimotsuki_Furiko,Shimotsuki Furiko,Canon,https://onepiece.fandom.com/wiki/Shimotsuki_Furiko,,,2023,She was first mentioned in SBS Volume 105.,,
Shimotsuki_Koushirou,Shimotsuki Koushirou,Canon,https://onepiece.fandom.com/wiki/Shimotsuki_Koushirou,5.0,0019,1997,His name was revealed in the Blue databook. His full name was revealed in SBS Volume 105.,,
Shimotsuki_Kouzaburou,Shimotsuki Kouzaburou,Canon,https://onepiece.fandom.com/wiki/Shimotsuki_Kouzaburou,1033.0,1060,2021,He was first mentioned by Tenguyama Hitetsu in Chapter 955.,,
Shimotsuki_Kuina,Shimotsuki Kuina,Canon,https://onepiece.fandom.com/wiki/Shimotsuki_Kuina,5.0,0002,1997,Her full name was revealed in SBS Volume 105.,,
Shimotsuki_Ryuma,Shimotsuki Ryuma,Canon,https://onepiece.fandom.com/wiki/Shimotsuki_Ryuma,1023.0,1046,1994,He first appeared in Monsters. His full name was revealed in the Vivre Card databook.,,
Shimotsuki_Ushimaru,Shimotsuki Ushimaru,Canon,https://onepiece.fandom.com/wiki/Shimotsuki_Ushimaru,953.0,0954,2019,,,
Shimotsuki_Yasuie,Shimotsuki Yasuie,Canon,https://onepiece.fandom.com/wiki/Shimotsuki_Yasuie,929.0,0916,2019,His real name was revealed in Chapter 941 by Kanjuro.,,
Shin_Detamaruka,Shin Detamaruka,Canon,https://onepiece.fandom.com/wiki/Shin_Detamaruka,785.0,0727,2015,Her name was revealed in SBS Volume 81.,,
Shin_Jaiya,Shin Jaiya,Canon,https://onepiece.fandom.com/wiki/Shin_Jaiya,785.0,0727,2015,Her name was revealed in SBS Volume 81.,,
Shine,Shine,Canon,https://onepiece.fandom.com/wiki/Shine,214.0,0128,2002,His name was revealed in the Blue databook.,,
Shinobu,Shinobu,Canon,https://onepiece.fandom.com/wiki/Shinobu,921.0,0911,2018,,,
Shinosuke,Shinosuke,Canon,https://onepiece.fandom.com/wiki/Shinosuke,955.0,0956,2019,His name was revealed in SBS Volume 100.,,
Shinpachi,Shinpachi,Filler,https://onepiece.fandom.com/wiki/Shinpachi,,,2004,,196,G-8 Arc
Shion,Shion,Canon,https://onepiece.fandom.com/wiki/Shion,515.0,0409,2008,Mentioned only character. Her name was seen on an arena battle board on Amazon Lily.,,
Shioyaki,Shioyaki,Canon,https://onepiece.fandom.com/wiki/Shioyaki,75.0,0033,1999,His name was revealed in the Blue databook.,,
Shirahoshi,Shirahoshi,Canon,https://onepiece.fandom.com/wiki/Shirahoshi,612.0,0531,2011,,,
Shiratori_Tomoki,Shiratori Tomoki,Spin-Off,https://onepiece.fandom.com/wiki/Shiratori_Tomoki,,,2014,,1,MiraBato Strongest Strategy: MiraBato GO!
Shiro,Shiro,Game,https://onepiece.fandom.com/wiki/Shiro,,,2019,,,One Piece: World Seeker
Shironyan,Shironyan,Game,https://onepiece.fandom.com/wiki/Shironyan,,,2023,,,One Piece Odyssey
Shirotsu,Shirotsu,Premier Show,https://onepiece.fandom.com/wiki/Shirotsu,,,2022,,,One Piece Premier Show 2022
Shiryu,Shiryu,Canon,https://onepiece.fandom.com/wiki/Shiryu,538.0,0440,2009,He was formally introduced in Chapter 542.,,
Shishilian,Shishilian,Canon,https://onepiece.fandom.com/wiki/Shishilian,808.0,0758,2015,,,
Sho,Sho,Filler,https://onepiece.fandom.com/wiki/Sho,,,2007,,318,Water 7 Arc
Shopan,Shopan,Filler,https://onepiece.fandom.com/wiki/Shopan,,,2007,,336,Chopper Man
Shoujou,Shoujou,Canon,https://onepiece.fandom.com/wiki/Shoujou,226.0,0147,2002,,,
Shu,Shu,Canon,https://onepiece.fandom.com/wiki/Shu,426.0,0309,2006,His name was revealed in the Yellow databook.,,
Shupeal,Shupeal,Romance Dawn,https://onepiece.fandom.com/wiki/Shupeal,,,1996,,2,"Romance Dawn, Version 2"
Shura,Shura,Canon,https://onepiece.fandom.com/wiki/Shura,241.0,0155,2002,His name was revealed in Chapter 248.,,
Shuraiya_Basc%C3%B9d,Shuraiya Bascùd,Movie,https://onepiece.fandom.com/wiki/Shuraiya_Basc%C3%B9d,,,2003,,4,Dead End Adventure
Shushibaruba,Shushibaruba,Game,https://onepiece.fandom.com/wiki/Shushibaruba,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Shutai,Shutai,Filler,https://onepiece.fandom.com/wiki/Shutai,,,2000,,051,Loguetown Arc
Shuzo,Shuzo,Filler,https://onepiece.fandom.com/wiki/Shuzo,,,2012,,575,Z's Ambition Arc
Shyarly,Shyarly,Canon,https://onepiece.fandom.com/wiki/Shyarly,610.0,0529,2011,,,
Sicily,Sicily,Canon,https://onepiece.fandom.com/wiki/Sicily,504.0,0398,2008,His name was revealed in the Blue Deep databook.,,
Sig,Sig,Canon,https://onepiece.fandom.com/wiki/Sig,1118.0,,2024,His name was revealed in Chapter 1118.,,
Sigurd,Sigurd,Game,https://onepiece.fandom.com/wiki/Sigurd,,,2001,,,Legend of the Rainbow Island
Silk,Silk,Romance Dawn,https://onepiece.fandom.com/wiki/Silk,,,1996,,1,"Romance Dawn, Version 1"
Rocks_Pirates,Silver Axe,Canon,https://onepiece.fandom.com/wiki/Rocks_Pirates,957.0,0958,2019,Mentioned only character. They were first mentioned by Sengoku in Chapter 957.,,
Silver-Silver,Silver-Silver,Filler,https://onepiece.fandom.com/wiki/Silver-Silver,,,2000,,048,Loguetown Arc
Silvers_Rayleigh,Silvers Rayleigh,Canon,https://onepiece.fandom.com/wiki/Silvers_Rayleigh,19.0,0008,1998,His name was revealed in Chapter 500.,,
Simon,Simon,Game,https://onepiece.fandom.com/wiki/Simon,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Simurgh,Simurgh,Game,https://onepiece.fandom.com/wiki/Simurgh,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Sind,Sind,Canon,https://onepiece.fandom.com/wiki/Sind,657.0,0582,2012,His name was revealed in Chapter 665.,,
Sino_Phoenix,Sino Phoenix,One-Shot,https://onepiece.fandom.com/wiki/Sino_Phoenix,,,1993,,,Wanted!
Skaldi,Skaldi,Canon,https://onepiece.fandom.com/wiki/Skaldi,1134.0,,2025,His name was revealed in Chapter 1144.,,
Skid,Skid,OVA,https://onepiece.fandom.com/wiki/Skid,,,1998,,1,One Piece - Defeat Him! The Pirate Ganzack
Skull,Skull,Canon,https://onepiece.fandom.com/wiki/Skull,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Skullface,Skullface,Game,https://onepiece.fandom.com/wiki/Skullface,,,2001,,,Set Sail Pirate Crew!
Skunk_One,Skunk One,Movie,https://onepiece.fandom.com/wiki/Skunk_One,,,2001,,2,Clockwork Island Adventure
Sleepy,Sleepy,Canon,https://onepiece.fandom.com/wiki/Sleepy,,,2010,He was first mentioned in the Green databook.,,
Slim,Slim,Live Performance,https://onepiece.fandom.com/wiki/Slim,,,2013,,,One Piece Pirate Sweeping Operation
Slim_(Panda),Slim,Movie,https://onepiece.fandom.com/wiki/Slim_(Panda),,,2022,,15,One Piece Film: Red
Smash,Smash,Premier Show,https://onepiece.fandom.com/wiki/Smash,,,2014,,6,One Piece Premier Show 2014
Smiley,Smiley,Canon,https://onepiece.fandom.com/wiki/Smiley,668.0,0594,2012,Its name was revealed in Chapter 673.,,
Smoker,Smoker,Canon,https://onepiece.fandom.com/wiki/Smoker,97.0,0048,1998,He is formally introduced in Chapter 98.,,
Smooge,Smooge,Canon,https://onepiece.fandom.com/wiki/Smooge,668.0,0592,2012,,,
Snakeman_(Gifter),Snakeman,Canon,https://onepiece.fandom.com/wiki/Snakeman_(Gifter),916.0,0904,2018,His name was revealed in the credits of Episode 908,,
Sodom,Sodom,Canon,https://onepiece.fandom.com/wiki/Sodom,366.0,0256,2005,,,
Sogekiller,Sogekiller,Game,https://onepiece.fandom.com/wiki/Sogekiller,,,2023,,,One Piece Odyssey
Sole,Sole,Stage Show,https://onepiece.fandom.com/wiki/Sole,,,2018,,,Tongari Pirates Wanted!
Solitaire,Solitaire,Canon,https://onepiece.fandom.com/wiki/Solitaire,935.0,0930,2019,,,
Some,Some,Canon,https://onepiece.fandom.com/wiki/Some,1031.0,1057,2021,Her name was revealed in Chapter 1034.,,
Sonieh,Sonieh,Canon,https://onepiece.fandom.com/wiki/Sonieh,318.0,,2004,,,
Sora,Sora,Canon,https://onepiece.fandom.com/wiki/Sora,608.0,0527,2010,Her name was revealed in the Blue Deep databook.,,
Sora_(fictional),Sora,Canon,https://onepiece.fandom.com/wiki/Sora_(fictional),825.0,0783,2016,,,
Soran,Soran,Filler,https://onepiece.fandom.com/wiki/Soran,,,2009,,420,Amazon Lily Arc
Soro,Soro,Canon,https://onepiece.fandom.com/wiki/Soro,3.0,0002,1997,His name was revealed in the Blue databook.,,
Spacey,Spacey,Canon,https://onepiece.fandom.com/wiki/Spacey,433.0,,2006,Cover story character.,,
Spandam,Spandam,Canon,https://onepiece.fandom.com/wiki/Spandam,355.0,0249,2005,,,
Spandine,Spandine,Canon,https://onepiece.fandom.com/wiki/Spandine,392.0,0275,2005,,,
Spartan,Spartan,Canon,https://onepiece.fandom.com/wiki/Spartan,703.0,0633,2013,,,
Spector,Spector,Canon,https://onepiece.fandom.com/wiki/Spector,223.0,0146,2002,His name was revealed in the Blue databook.,,
