Name,Type,Chapter,Episode,Year,Note,Number,Appears in
Koni Boakeno,Novel,,,2019,,3,One Piece novel Law
Kop,Canon,325.0,0231,2004,His name was revealed in the Yellow databook.,,
Koshi Falcon,Canon,959.0,0960,2019,His name was revealed in the Vivre Card databook.,,
Koshin,One-Shot,,,1994,,,Ikki Yako
Kotatsu,Canon,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Kotetsu,Canon,912.0,0897,2018,Mentioned only character. He was mentioned by Tenguyama Hitetsu in Chapter 912.,,
Kotetsu,Movie,,,2005,,6,Baron Omatsuri and the Secret Island
Kotori,Canon,261.0,0171,2003,,,
Kouzuki Hiyori,Canon,909.0,0892,2018,She was identified in Chapter 938.,,
Kouzuki Momonosuke,Canon,684.0,0609,2012,He was first mentioned by Kin'emon in Chapter 658. His full name and true identity revealed in Chapter 817.,,
Kouzuki Oden,Canon,920.0,0910,2016,He was first mentioned by Kin'emon in Chapter 817. He appeared as a silhouette in Episode 893.,,
Kouzuki Sukiyaki,Canon,911.0,0894,2018,He was introduced as Tenguyama Hitetsu in Chapter 912. His real name was first mentioned by Kin'emon in Chapter 920. They were revealed to be the same person in Chapter 1053.,,
Kouzuki Toki,Canon,919.0,0910,2018,She first appeared as a silhouette in Episode 893.,,
Koyama,Canon,960.0,0960,2019,It was named by Kouzuki Oden in Chapter 963.,,
Koyama Nami,Spin-Off,,,2018,,1,One Piece in Love
Koza,Canon,163.0,0093,2001,,,
Koze,Canon,96.0,0048,1999,His name was revealed in the Blue databook.,,
Krieg,Canon,45.0,0021,1998,He was first mentioned by a Marine in Chapter 44. He was formally introduced in Chapter 46.,,
Krin,Game,,,2023,,,One Piece Odyssey
Kujaku,Canon,966.0,1090,2019,Her name was revealed in Chapter 1080.,,
Kukai,Canon,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Kumadori,Canon,375.0,0264,2005,,,
Kumadori Yamanbako,Canon,,,2006,She was first mentioned in SBS Volume 44.,,
Kumae,Canon,,,2012,Its name was revealed in SBS Volume 66.,,
Kumagoro,Canon,929.0,0922,2019,,,
Kumaguchi Ichiro,Canon,,,2009,"His name was revealed in SBS Volume 53. His face is printed on every 5,000 banknote.",,
Kumashi,Canon,449.0,0343,2007,,,
Kuni,Canon,927.0,0919,2018,,,
Kunyun,Canon,1020.0,1042,2021,She was first heard laughing in Chapter 978.,,
Kureha,Canon,134.0,0081,2000,Also known as Doctorine.,,
Kuro,Canon,23.0,0009,1998,"He was introduced with his alias, Klahadore. His real name was revealed by Jango in Chapter 26.",,
Kuroba,Premier Show,,,2022,,,One Piece Premier Show 2022
Kurokoma,Canon,960.0,0960,2019,His appearance was revealed in Road To Laugh Tale Vol. 4.,,
Kuromarimo,Canon,131.0,0079,2000,His name was revealed in Chapter 135.,,
Kuronyan,Game,,,2023,,,One Piece Odyssey
Kuroobi,Canon,69.0,0031,1999,His name was revealed in Chapter 75.,,
Kurosawa,Canon,920.0,0911,2018,His name was revealed in Vivre Card.,,
Kurotsuru,Canon,276.0,,2003,Cover story character. His name was revealed in the Blue Deep databook.,,
Kurozumi Higurashi,Canon,965.0,0965,2019,Her name was revealed in Chapter 969.,,
Kurozumi Kanjuro,Canon,700.0,0629,2013,His full name was revealed in Chapter 974.,,
Kurozumi Orochi,Canon,927.0,0921,2018,He was first mentioned by Kin'emon in Chapter 818. His name was revealed by Kin'emon in Chapter 909.,,
Kurozumi Semimaru,Canon,965.0,0965,2019,His name was revealed in Chapter 969.,,
Kurozumi Tama,Canon,911.0,0893,2018,Her full name was revealed in SBS Volume 105.,,
Kusopp,Spin-Off,,,2018,,01,Chin Piece
Kusunoa-kun,Spin-Off,,,2018,,02,Chin Piece
Kuzan,Canon,303.0,0225,2003,His name was revealed in Chapter 318. Better known by his former epithet Aokiji.,,
Kyros,Canon,702.0,0631,2013,He was introduced in his toy form as Thunder Soldier. His real name and appearance were revealed in Chapter 704. His true identity was revealed by Leo in Chapter 739.,,
Kyuin,Canon,755.0,0692,2014,,,
Kyuji,Canon,302.0,,2003,Cover story character. His name was revealed in the Blue Deep databook. He made a cameo appearance in Episode 381 in a newspaper.,,
Kyukyu,Canon,334.0,0237,2004,His name was revealed in the Blue Deep databook.,,
Laboon,Canon,102.0,0062,1999,His name was revealed by Crocus in Chapter 103.,,
Lacos,Movie,,,2004,,5,The Cursed Holy Sword
Lacroix,Canon,550.0,0459,2009,His name was revealed by Marines in Chapter 555.,,
Lacuba,Canon,501.0,0394,2008,,,
Ladoga,Novel,,,2019,,3,One Piece novel Law
Lady Tree,Canon,873.0,0844,2017,,,
Laffitte,Canon,234.0,0151,2002,,,
Lago,Filler,,,2007,,326,Ice Hunter Arc
Lake,Filler,,,2003,,139,Ruluka Island Arc
Lambor Bukini,Premier Show,,,2013,,5,One Piece Premier Show 2013
Lance,Stage Show,,,2019,,,Piece Trail: The Adventurers and the Amazing Spring
Lao G,Canon,682.0,0608,2012,His name was revealed in Chapter 702.,,
Largo,Filler,,,2009,,426,Little East Blue Arc
Lark,Event,,,2017,,1,One Piece x Kyoto
Laskey,Canon,392.0,0276,2005,His name was revealed in the Blue Deep databook.,,
Laslo,Game,,,2023,,,One Piece Odyssey
Lassoo,Canon,160.0,0103,2000,,,
Lazarus,Game,,,2023,,,One Piece Odyssey
LeMay,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Lebno Listchaque,Novel,,,2019,,1,One Piece novel HEROINES
Lego,TV Special,,,2003,,3,Protect! The Last Great Performance
Lemonade Kozaru,Spin-Off,,,2019,,07,Chin Piece
Lemoncheese,Canon,906.0,0884,2018,Her name was revealed in the captions of Episode 889.,,
Leo,Filler,,,2000,,051,Loguetown Arc
Leo,Canon,710.0,0640,2013,Real appearance revealed in Chapter 711.,,
Leonero,Canon,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Lettuce Dish,Spin-Off,,,2018,,09,Chin Piece
Liberta,Game,,,2023,,,One Piece Odyssey
Lief,Game,,,2023,,,One Piece Odyssey
Lil,Filler,,,2007,,326,Ice Hunter Arc
Lilith,Canon,1061.0,1090,2022,Her name was revealed in Chapter 1062.,,
Lily,Canon,223.0,0146,2002,,,
Lily Carnation,Movie,,,2005,,6,Baron Omatsuri and the Secret Island
Lily Enstomach,Filler,,,2012,,575,Z's Ambition Arc
Lim,Game,,,2023,,,One Piece Odyssey
Limejuice,Canon,1.0,0004,1997,His name was revealed in SBS Volume 101.,,
Lina,Filler,,,2008,,382,Spa Island Arc
Linaria,Canon,1079.0,1112,2023,Her name was revealed in SBS Volume 108.,,
Lindbergh,Canon,904.0,0880,2018,,,
Lines,Canon,44.0,0021,1998,His name was revealed in the Blue databook.,,
Lionbuta,Canon,22.0,0018,1998,His name was revealed in the Yellow databook.,,
Lip Doughty,Canon,600.0,0519,2010,,,
Lip Shark,Spin-Off,,,2020,,10,Fischer's x One Piece
Little Oars Jr.,Canon,554.0,0463,2009,,,
Livia,TV Special,,,2016,,11,Heart of Gold
Llamaman,Premier Show,,,2021,,,One Piece Premier Show 2021
Loki,Canon,1130.0,,2024,He was first mentioned in Chapter 858.,,
Lola,TV special,,,2003,,3,Protect! The Last Great Performance
Lola,Canon,451.0,0345,2007,,,
Long Long,Movie,,,2016,,13,One Piece Film: Gold
Lonz,Canon,550.0,0459,2009,His name was revealed by Marines in Chapter 556.,,
Lopez,Game,,,2019,,,One Piece: World Seeker
Lord of the Coast,Canon,1.0,0004,1997,,,
Lord of the Coast of Wano Country,Featurette,,,2025,,,"Luffy, Law"
Loudness,Live Performance,,,2012,,,WANTED
Louis,Live Performance,,,2014,,,Sanji's Pirates Restaurant
Louis Arnote,Canon,115.0,0070,2000,Mentioned only character. He was first mentioned in Chapter 115.,,
Lu Feld,Canon,860.0,0828,2017,His name was first mentioned by a resident of Nuts Island in Chapter 859.,,
Luca,Filler,,,2012,,548,Fish-Man Island Arc
Lucie,Game,,,2023,,,One Piece Odyssey
Lucky Roux,Canon,1.0,0004,1997,His name was revealed in SBS Volume 5.,,
Luigia,Filler,,,2009,,427,Little East Blue Arc
Lulis,Canon,608.0,0527,2010,Her name was revealed in the Blue Deep databook.,,
Lylat,Game,,,2023,,,One Piece Odyssey
Lytton,Game,,,2002,,,One Piece: Treasure Wars
M. Danbo,Movie,,,2002,,3,Chopper's Kingdom on the Island of Strange Animals
MAX Marx,Canon,966.0,0967,2020,His name was revealed in SBS Volume 96.,,
Maasu,Game,,,2002,,,Grand Line Dream Adventure Log
Maccus,TV special,,,2003,,2,"A Father's Huge, HUGE Dream"
Machi,Premier Show,,,2022,,13,One Piece Premier Show 2022
Machvise,Canon,682.0,0608,2012,His name was revealed in Chapter 702.,,
Macro,Canon,437.0,,2007,Cover story character. His name was revealed in the Blue Deep databook.,,
Macro,Canon,197.0,0386,2001,His name was revealed in the Blue databook. He was formally introduced in Chapter 492.,,
Mad,Game,,,2023,,,One Piece Odyssey
Mad Treasure,TV Special,,,2016,,11,Heart of Gold
Madilloman,Canon,939.0,0935,2019,,,
Mag,Canon,1134.0,,2024,"He is named in Chapter 1143, but only individually identified in Chapter 1147.",,
Magellan,Canon,528.0,0425,2009,He was first mentioned by Hannyabal in Chapter 526.,,
Magra,Canon,582.0,0493,2010,His name was revealed by Curly Dadan in Chapter 584. He was formally identified in Chapter 587.,,
Maha,Canon,929.0,0922,2019,His name was revealed in Chapter 1041.,,
Mahomick,Game,,,2023,,,One Piece Odyssey
Mahy,Game,,,2023,,,"One Piece Odyssey, Reunion of Memories"
Maidy,Canon,215.0,0129,2002,Her name was revealed in the Blue databook.,,
Maitei,Game,,,2023,,,One Piece Odyssey
Maji,Movie,,,2006,,7,The Giant Mechanical Soldier of Karakuri Castle
Maki,Canon,925.0,0917,2018,Her name was revealed in the Vivre Card databook.,,
Makino,Canon,1.0,0004,1997,,,
Makino's Child,Canon,614.0,0878,2011,Their moniker was officialized in the Vivre Card databook.,,
Makko,Canon,216.0,,2002,His name was revealed in the Blue databook.,,
Makkuro,Game,,,2019,,,One Piece: World Seeker
Manboshi,Canon,609.0,0528,2011,,,
Mani,Canon,223.0,0146,2002,Her name was revealed in the Blue databook.,,
Manjaro,Canon,598.0,0518,2010,His name was revealed in the Blue Deep databook.,,
Mansherry,Canon,717.0,0647,2013,,,
Mao,Filler,,,2009,,406,Boss Luffy Historical Arc
Marc,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Marco,Canon,234.0,0151,2002,,,
Marcus Mars,Canon,233.0,0151,2002,His name was revealed in Chapter 1086.,,
Margarita,Canon,483.0,0375,2007,,,
Margin,Game,,,2023,,,One Piece Odyssey
Marguerite,Canon,514.0,0408,2008,,,
Mari,Novel,,,2020,,3,One Piece novel HEROINES
Mari,Canon,906.0,0884,2018,His name was revealed in Vivre Card.,,
Maria,TV Special,,,2015,,9,Episode of Sabo
Maria Napole,Canon,649.0,0569,2011,Her name was announced by an unseen announcer in Chapter 649.,,
Marianne,Canon,117.0,0070,2000,Her real name was revealed in Vivre Card. Also known as Miss Goldenweek.,,
Marie,Canon,499.0,0393,2008,,,
Marilyn,Canon,300.0,0193,2003,Her name was revealed in SBS Volume 35.,,
Marin,Canon,500.0,0394,2008,,,
Marin,Movie,,,2012,,12,One Piece Film: Z
Marin,Game,,,2023,,,One Piece Odyssey
Marine X,Game,,,2016,,,One Piece King Battle
Mario,Canon,701.0,0630,2013,,,
Marley Brothers,Filler,,,2004,,197,G-8 Arc
Marron,Movie,,,2019,,14,One Piece: Stampede
Marshall D. Teach,Canon,223.0,0146,2002,He was first mentioned in Drum Island in Chapter 133. He is formally introduced in Chapter 234. Most commonly referred to by his epithet Blackbeard.,,
Martha,Game,,,2001,,,Legend of the Rainbow Island
Martha,Game,,,2023,,,One Piece Odyssey
Marumieta,Canon,436.0,,2006,Her name was revealed in SBS Volume 47.,,
Mash,Canon,204.0,,2001,,,
Mashikaku,Filler,,,2004,,213,Long Ring Long Land Arc
Mashikaku,Canon,98.0,0048,1999,His name was revealed in the Blue databook.,,
Masira,Canon,219.0,0144,2002,,,
Masked Deuce,Canon,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.1.,,
Massui,Canon,911.0,0893,2018,His name was revealed in Vivre Card.,,
Master,Canon,233.0,0145,2002,His name was revealed in Vivre Card.,,
Master of the Waters,Canon,319.0,0227,2004,,,
Mato,Canon,1076.0,1109,2024,Her name was revealed in Chapter 1135.,,
Matryosaka,Canon,905.0,0882,2018,Her name was revealed in Vivre Card.,,
Matryoseka,Canon,905.0,0882,2018,Her name was revealed in Vivre Card.,,
Matryosoka,Canon,905.0,0882,2018,Her name was revealed in Vivre Card.,,
Matryosuka,Canon,905.0,0882,2018,Her name was revealed in Vivre Card.,,
Matsuba Nazawa,Novel,,,2024,,1,One Piece novel ZORO
Matsuge,Canon,162.0,0093,2001,,,
Matsuyuki Ibuki,Spin-Off,,,2014,,3,MiraBato Strongest Strategy: MiraBato GO!
Maujii,Canon,755.0,0692,2014,His name was revealed in SBS Volume 73.,,
Maya,Game,,,2001,,,Legend of the Rainbow Island
Maya,Movie,,,2004,,5,The Cursed Holy Sword
Maynard,Canon,705.0,0634,2013,,,
Mayushika,Canon,269.0,0176,2003,His name was revealed in the Blue Deep databook.,,
McGuy,Canon,551.0,0460,2009,,,
McKinley,Canon,241.0,0155,2002,,,
Meadows,Canon,706.0,0659,2013,,,
Mecha-Shark,Canon,1061.0,1089,2022,,,
Mechayowa Yoro,Spin-Off,,,2018,,02,Chin Piece
Medaka,OVA,,,1998,,1,One Piece - Defeat Him! The Pirate Ganzack
Megalo,Canon,605.0,0525,2010,His name was revealed in the Green databook.,,
Meganetti,Live Performance,,,2013,,,One Piece Pirate Sweeping Operation
Meista,Game,,,2019,,,One Piece: World Seeker
Mekao,Filler,,,2004,,196,G-8 Arc
Mendo,Filler,,,2009,,427,Little East Blue Arc
Merlin,Game,,,2019,,,One Piece: World Seeker
Mero,Canon,608.0,0527,2010,Her name was revealed in SBS Volume 65.,,
Meroie,TV special,,,2000,,1,Adventure in the Ocean's Navel
Merry,Canon,24.0,0011,1998,His name was revealed by Kaya in Chapter 31.,,
Meryl,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Meshi,Live-Action Series,,,2023,,6,The Chef and the Chore Boy
Meverly,Filler,,,2012,,548,Fish-Man Island Arc
Mezasuzowan Pisuo,Canon,963.0,,2019,His name was revealed in the Vivre Card databook.,,
Mi,Live Performance,,,2015,,,Super Kabuki II: One Piece
Michael,Canon,432.0,0313,2006,He was first mentioned by Tilestone in Chapter 366.,,
Mihar,Canon,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Miho,Live Performance,,,2015,,,Super Kabuki II: One Piece
Mikazuki,Canon,323.0,0230,2004,,,
Miki,Live Performance,,,2015,,,Super Kabuki II: One Piece
Mikio Itoo,Canon,1.0,,1997,Joke character.,,
Mikita,Canon,110.0,0065,1999,Her name was first revealed in the Vivre Card databook.,,
Milena,Game,,,2023,,,One Piece Odyssey
Miles,Canon,649.0,0569,2011,His name was revealed in the Vivre Card databook.,,
Milia,TV special,,,2003,,2,"A Father's Huge, HUGE Dream"
Milky,Canon,814.0,0765,2016,Her name was revealed in SBS Volume 82. First seen via photo in Chapter 807.,,
Millet Pine,Canon,966.0,0959,2020,His name was revealed in SBS Volume 96.,,
Milo,Canon,717.0,0647,2013,He was first introduced as Onepoco. His real name was revealed in Chapter 743.,,
Minatomo,Canon,909.0,0892,2018,,,
Minatomo,Canon,,0051,1999,Joke character. He was first mentioned in SBS Volume 7.,,
Minchey,Filler,,,2002,,136,Goat Island Arc
Mini,Game,,,2001,,,Legend of the Rainbow Island
Minister of the Left,Canon,612.0,0531,2011,,,
Minister of the Right,Canon,612.0,0531,2011,,,
Minochihuahua,Canon,662.0,,2012,Cover story character.,,
Minokoala,Canon,531.0,0432,2009,His name was revealed in Chapter 533.,,
Minorhinoceros,Canon,532.0,0433,2009,,,
Minoruba,Canon,498.0,0392,2008,His name was revealed in the Blue Deep databook.,,
Minotaurus,Canon,525.0,0422,2008,His name was revealed in Chapter 532.,,
Minozebra,Canon,533.0,0434,2009,,,
Mint Kotori,Spin-Off,,,2018,,07,Chin Piece
Mirage,Game,,,2002,,,Grand Line Dream Adventure Log
Miranda,Game,,,2019,,,One Piece: World Seeker
Misery,Canon,1039.0,1066,2022,,,
Mishoin Cashible,Canon,324.0,0229,2004,His name was revealed in Vivre Card.,,
Miss Catherina,Canon,106.0,0064,1999,Her name was revealed in the Blue databook.,,
Miss Father's Day,Canon,205.0,0124,2001,,,
Miss Friday,Canon,105.0,0063,1999,,,
Miss Monday,Canon,107.0,0064,1999,,,
Miss Mother's Day,Canon,155.0,0091,2000,Mentioned only character. She was first mentioned by Nefertari Vivi in Chapter 155.,,
Miss Saturday,Canon,155.0,0091,2000,Mentioned only character. She was first mentioned by Nefertari Vivi in Chapter 155.,,
Miss Thursday,Canon,155.0,0091,2000,Mentioned only character. She was first mentioned by Nefertari Vivi in Chapter 155.,,
Miss Tuesday,Canon,155.0,0091,2000,Mentioned only character. She was first mentioned by Nefertari Vivi in Chapter 155.,,
Misutta,Premier Show,,,2015,,7,One Piece Premier Show 2015
Mitsuboshi,Filler,,,2009,,427,Little East Blue Arc
Mitsuki,Spin-Off,,,2018,,14,One Piece in Love
Mitt,Game,,,2023,,,One Piece Odyssey
Mitt,Game,,,2001,,,Legend of the Rainbow Island
Miucha,Novel,,,2019,,1,One Piece novel HEROINES
Miyagi,Canon,807.0,0756,2015,,,
Mizerka,Canon,978.0,0982,2020,Her name was revealed in Chapter 997.,,
Mizuira,Canon,391.0,0275,2005,Her name was revealed in the Blue Deep databook.,,
Mizuta Madaisuki,Canon,487.0,0380,2008,His name was revealed in SBS Volume 53.,,
Mizuta Mawaritosuki,Canon,488.0,0380,2008,His name was revealed in SBS Volume 53.,,
Moai,Canon,1040.0,,2022,His name was revealed in SBS Volume 102.,,
Mobanby,Movie,,,2002,,3,Chopper's Kingdom on the Island of Strange Animals
Mobston,Movie,,,2012,,12,One Piece Film: Z
Mobu Head,Filler,,,2018,,826,Whole Cake Island Arc
MocDonald,Canon,447.0,0341,2007,His name was revealed in the Blue Deep databook.,,
Mocha,Canon,657.0,0582,2012,Her name was revealed in Chapter 665.,,
Mochi,Canon,274.0,0180,2003,His name was revealed in the Blue Deep databook.,,
Moda,Canon,278.0,0880,2003,She made a cameo appearance in Episode 381 in a newspaper.,,
Mofu,Stage Show,,,2015,,,Bon Kurei Dance Performance Show
Mohji,Canon,9.0,0006,1997,His name was revealed in Chapter 12.,,
Momonga,Canon,420.0,0302,2006,His name was revealed in the Yellow databook. He was formally introduced in Chapter 516.,,
Momoo,Canon,73.0,0031,1999,,,
Mona,Stage Show,,,2018,,,Tongari Pirates Wanted!
Monda,Canon,306.0,0209,2004,,,
Monday,Spin-Off,,,2012,,02,Chopperman
Monet,Canon,657.0,0581,2012,Her name was revealed in Chapter 662.,,
Monjii,Canon,807.0,0756,2015,,,
Monjiro,Canon,926.0,0918,2018,His name was revealed in Vivre Card.,,
Monkey D. Dragon,Canon,100.0,0052,1999,His full name was revealed by Monkey D. Garp in Chapter 432.,,
Monkey D. Garp,Canon,92.0,0068,1999,He is formally introduced in Chapter 432.,,
Monkey D. Luffy,Canon,1.0,0001,1997,,,
Monster,Canon,1.0,0489,1997,His name was revealed in the Blue databook.,,
Mont Blanc Cricket,Canon,227.0,0148,2002,,,
Mont Blanc Noland,Canon,286.0,0187,2003,He was first mentioned in a book in Chapter 227.,,
Moodie,Canon,43.0,0020,1998,Her name was revealed in the Blue databook.,,
Mooji,Game,,,2023,,,One Piece Odyssey
Moon Isaac Jr.,Canon,966.0,0969,2020,His name was revealed in SBS Volume 96.,,
Mooo...rgan,Spin-Off,,,2018,,04,Chin Piece
Moore,Filler,,,2002,,136,Goat Island Arc
Moqueca,Canon,906.0,0884,2018,His name was revealed in Vivre Card.,,
Morgan,Canon,4.0,0002,1997,He was first mentioned by Helmeppo in Chapter 3.,,
Morgans,Canon,860.0,0828,2017,He was first mention by a King Soldier in Chapter 859.,,
Morishita Yukie,Spin-Off,,,2018,,7,One Piece in Love
Morkin,Movie,,,2016,,13,One Piece Film: Gold
Morley,Canon,904.0,0880,2018,She first appeared as a silhouette in Chapter 801.,,
Mornin,Canon,23.0,SP12,1998,,,
Mororon,Canon,905.0,0882,2018,,,
Mosa,Canon,1134.0,,2024,,,
Mosh,Canon,1038.0,1065,2022,His name was revealed in SBS Volume 102.,,
Motobaro,Canon,494.0,0388,2008,,,
Mottled,Canon,101.0,0055,1999,Their name was revealed in Episode 567's credits.,,
Motzel,Canon,43.0,0020,1998,His name was revealed in SBS Volume 8.,,
Mounblutain,Canon,598.0,0517,2010,His name was revealed in the Blue Deep databook.,,
Mountain God,Canon,960.0,0960,2019,It was named Yama-san by Kouzuki Oden in Chapter 963.,,
Mountain Ricky,Canon,313.0,0217,2004,,,
Mouseman,Canon,915.0,0901,2018,,,
Mousse,Canon,287.0,0187,2003,,,
Mouthto Mouthyan,Canon,961.0,,2019,His name was revealed in the Vivre Card databook.,,
Moyas,Game,,,2023,,,One Piece Odyssey
Moyashi,Live Performance,,,2013,,,One Piece Pirate Sweeping Operation
Moyle,Canon,272.0,0178,2003,His name was revealed in the Blue Deep databook.,,
Mozambia,Canon,234.0,0151,2002,His name was revealed in the Blue Deep databook.,,
Mozu,Canon,329.0,0233,2004,,,
Mr. 10,Canon,155.0,0091,2000,Mentioned only character. He was first mentioned by Nefertari Vivi in Chapter 155.,,
Mr. 108,Game,,,2002,,,Grand Line Dream Adventure Log
Mr. 11,Canon,128.0,0079,2000,,,
Mr. 12,Canon,155.0,0091,2000,Mentioned only character. He was first mentioned by Nefertari Vivi in Chapter 155.,,
Mr. 13,Canon,105.0,0063,1999,,,
Mr. 6,Canon,155.0,0091,2000,Mentioned only character. He was first mentioned by Nefertari Vivi in Chapter 155.,,
Mr. 7,Canon,190.0,0116,2001,He was first mentioned by Daz Bonez and Zala in Chapter 190.,,
Mr. 7,Canon,205.0,0124,2001,,,
Mr. 9,Canon,103.0,0062,1999,,,
Mr. Beans,Canon,106.0,0064,1999,His name was revealed in the Blue databook.,,
Mr. Kuromaku,Spin-Off,,,2019,,04,Fischer's x One Piece
Mr. Love,Canon,206.0,0125,2001,His name was revealed in the Blue databook.,,
Mr. Mellow,Canon,159.0,0095,2000,His name was revealed in the Blue databook.,,
Mr. Momora,Canon,966.0,0966,2020,His name was revealed in SBS Volume 96.,,
Mr. Sacrifice,Canon,107.0,,1999,Mentioned only character. His name was seen on a gravestone on Whisky Peak.,,
Mr. Shimizu,Canon,107.0,0064,1999,His name was revealed in the Blue databook.,,
Muchana,Canon,536.0,0437,2009,His name was revealed in Vivre Card.,,
Muchigoro,Movie,,,2005,,6,Baron Omatsuri and the Secret Island
Mucho,Live Performance,,,2013,,,One Piece Pirate Sweeping Operation
Muginn,Canon,1128.0,,2024,,,
Mugon,Premier Show,,,2018,,10,One Piece Premier Show 2018
Mugren,Canon,966.0,0966,2020,His name was revealed in SBS Volume 96.,,
Mukkashimi Tower,Canon,707.0,0637,2013,His name was revealed in SBS Volume 75.,,
Mummy,Canon,706.0,0652,2013,,,
Mummy Mee,Canon,79.0,0035,1999,Her name was revealed in Blue databook.,,
Munekyun,Game,,,2001,,,Legend of the Rainbow Island
Muret,Canon,223.0,0146,2002,Her name was revealed in the Blue databook.,,
Musashi,Premier Show,,,2021,,,One Piece Premier Show 2021
Musatobi,Filler,,,2017,,775,Zou Arc
Mussel,Game,,,2019,,,One Piece: World Seeker
Musshuru,Movie,,,2008,,9,"Episode of Chopper Plus: Bloom in Winter, Miracle Sakura"
Muti,Canon,623.0,0543,2011,Her name was revealed in the Vivre Card databook.,,
Myskina Acier,TV Special,,,2016,,11,Heart of Gold
Myskina Olga,TV Special,,,2016,,11,Heart of Gold
Nafk,Game,,,2023,,,One Piece Odyssey
Nagels,Novel,,,2024,,1,One Piece novel Law: The Hour of Kikoku
Naguri,Filler,,,2011,,498,Post-War Arc
Nakaiwa,Canon,960.0,0960,2019,His name was revealed in the Vivre Card databook.,,
Nakatsugawa Usopp,Spin-Off,,,2018,,1,One Piece in Love
Nako,Canon,77.0,0032,1999,His name was revealed in the Blue databook.,,
Nami,Canon,8.0,0001,1997,Her name was revealed in Chapter 9.,,
Namur,Canon,552.0,0461,2009,His name was revealed in SBS Volume 58.,,
Nanagi,Novel,,,2024,,1,One Piece novel Law: The Hour of Kikoku
Nanday,Canon,632.0,Stampede,2011,His name was revealed in the Vivre Card databook.,,
Nangi,Canon,988.0,0997,2020,,,
Nanya,Game,,,2003,,,One Piece: Ocean's Dream!
Naomi Drunk,TV Special,,,2016,,11,Heart of Gold
Napoleon,Canon,651.0,0571,2012,His name was revealed in Chapter 853.,,
Narcy,Movie,,,2016,,13,One Piece Film: Gold
Narcy,Premier Show,,,2022,,13,One Piece Premier Show 2022
Nash,Canon,899.0,0885,2018,Their name was revealed in Chapter 1145.,,
Nashi,Canon,906.0,0884,2018,His name was revealed in Vivre Card.,,
Natto,Canon,164.0,0100,2001,His name was revealed in the Blue databook.,,
Nazu Ketagari,Canon,,,2019,Joke character. He was first mentioned in SBS Volume 94.,,
Needle God,Canon,1127.0,,2024,Its name was revealed in Chapter 1128.,,
Needless,Movie,,,2003,,4,Dead End Adventure
Nefertari Cobra,Canon,142.0,0091,2000,,,
Nefertari D. Lili,Canon,1084.0,1118,2023,Her full name was revealed in Chapter 1085.,,
Nefertari Titi,Canon,215.0,0129,2002,Her name was revealed in the Blue databook.,,
Nefertari Vivi,Canon,103.0,0062,1999,Her real name was revealed by Mr.5 in Chapter 110.,,
Neggy,Canon,906.0,0884,2018,Her name was revealed in Vivre Card.,,
Negikuma Maria,Canon,133.0,0080,2000,Her name was revealed in the Blue databook.,,
Nego,Movie,,,2016,,13,One Piece Film: Gold
Neiro,Premier Show,,,2017,,9,One Piece Premier Show 2017
Nekomamushi,Canon,809.0,0756,2015,,,
Nekozaemon,Canon,806.0,0755,2015,,,
Nelson Royal,Filler,,,2001,,054,Warship Island Arc
Nemenememitas,Filler,,,2001,,055,Warship Island Arc
Neoki,Canon,948.0,0947,2019,His name was revealed in Vivre Card.,,
Nepenta,Premier Show,,,2010,,2,One Piece Premier Show 2010
Neptune,Canon,611.0,0530,2011,,,
Nerine,Canon,514.0,0408,2008,Her name was revealed in SBS Volume 54.,,
Nerine,Game,,,2023,,,One Piece Odyssey
Nero,Canon,367.0,0257,2005,,,
Nerona Imu,Canon,1085.0,1119,2023,Mentioned only character.,,
Nezumi,Canon,69.0,0031,1999,,,
Nick,Game,,,2019,,,One Piece: World Seeker
Nico Olvia,Canon,392.0,0275,2005,,,
Nico Robin,Canon,114.0,0067,1999,Her real name was revealed by Crocodile in Chapter 177.,,
Nigeratta,Canon,398.0,0278,2006,His name was revealed in the Blue Deep databook.,,
Nightcrab Girl,Canon,980.0,0986,2020,Her name was revealed in the Vivre Card databook.,,
Nightin,TV Special,,,2014,,8,3D2Y
Niina,Game,,,2023,,,One Piece Odyssey
Nika,Canon,1018.0,1040,2021,He was first mentioned by Who's-Who in Chapter 1018.,,
Nika,Canon,608.0,0527,2010,,,
Nin,Canon,449.0,0343,2007,,,
Ninjin,Canon,23.0,0009,1998,,,
Ninth,Canon,558.0,,2009,His name was revealed in the Green databook,,
Niphtal,Game,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Niseluffy,Game,,,2001,,,Set Sail Pirate Crew!
Niseusopp,Game,,,2001,,,Set Sail Pirate Crew!
Nisezoro,Game,,,2001,,,Set Sail Pirate Crew!
